timestamp,test-class,test-method,time,description,result
2021-08-30 13:52:51.23,acme.testing.manager.workplan.ManagerWorkplanUnnasignedTest,unnasignedNegative,8295,"[1] recordIndex=3",OK
2021-08-30 13:53:30.291,acme.testing.manager.workplan.ManagerWorkplanUnnasignedTest,unnasignedPositive,38822,"[1] recordIndex=3, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=2021/12/31 23:59, exePeriod=5,136.98, workload=0.00, visibility=True, published=False",OK
2021-08-30 13:53:49.673,acme.testing.manager.workplan.ManagerWorkplanDeleteTest,deletePositive,8754,"[1] recordIndex=2, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=2021/12/31 23:59, exePeriod=5,136.98, workload=20.30, visibility=True, published=False",OK
2021-08-30 13:53:56.386,acme.testing.manager.workplan.ManagerWorkplanDeleteTest,deleteNegative,6456,"[1] recordIndex=4",OK
2021-08-30 13:54:15.423,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createPositive,8259,"[1] recordIndex=0, title=Workplan Test, iniMoment=2021/09/30 10:30, endMoment=2021/10/30 12:30, exePeriod=722.00, workload=0.00, visibility=True, published=False",OK
2021-08-30 13:54:20.636,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4991,"[1] recordIndex=0, title=null, iniMoment=null, endMoment=null",OK
2021-08-30 13:54:25.958,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5084,"[2] recordIndex=0, title=Workplan sex, iniMoment=2021/07/17 10:30, endMoment=2021/08/17 10:30",OK
2021-08-30 13:54:31.263,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5097,"[3] recordIndex=0, title=null, iniMoment=2021/07/17 10:30, endMoment=2021/08/17 10:30",OK
2021-08-30 13:54:36.552,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5066,"[4] recordIndex=0, title=Workplan Test, iniMoment=2018/07/17 10:30, endMoment=2021/08/17 10:30",OK
2021-08-30 13:54:41.833,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5064,"[5] recordIndex=0, title=Workplan Test, iniMoment=2021/07/17 10:30, endMoment=2019/08/17 10:30",OK
2021-08-30 13:54:47.069,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5016,"[6] recordIndex=0, title=Workplan Test, iniMoment=null, endMoment=2021/08/17 10:30",OK
2021-08-30 13:54:52.349,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5053,"[7] recordIndex=0, title=Workplan Test, iniMoment=2021/07/17 10:30, endMoment=null",OK
2021-08-30 13:54:57.608,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5036,"[8] recordIndex=0, title=Workplan sex, iniMoment=2021/07/17 10:30, endMoment=2021/06/17 10:30",OK
2021-08-30 13:55:14.731,acme.testing.manager.workplan.ManagerWorkplanListAllTest,listAll,6441,"[1] recordIndex=0, title=Workplan1, iniMoment=2021/01/01 00:00, endMoment=2021/12/31 23:59, exePeriod=4.00, workload=0.00, visibility=True, published=False",OK
2021-08-30 13:55:21.353,acme.testing.manager.workplan.ManagerWorkplanListAllTest,listAll,6417,"[2] recordIndex=1, title=Workplan2, iniMoment=2021/01/01 00:00, endMoment=2021/12/31 23:59, exePeriod=4.00, workload=0.00, visibility=True, published=True",OK
2021-08-30 13:55:27.979,acme.testing.manager.workplan.ManagerWorkplanListAllTest,listAll,6393,"[3] recordIndex=2, title=Workplan3, iniMoment=2021/01/01 00:00, endMoment=2021/12/31 23:59, exePeriod=4.00, workload=0.00, visibility=False, published=False",OK
2021-08-30 13:55:34.674,acme.testing.manager.workplan.ManagerWorkplanListAllTest,listAll,6475,"[4] recordIndex=3, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=2021/12/31 23:59, exePeriod=5,136.98, workload=20.30, visibility=True, published=False",OK
2021-08-30 13:55:51.081,acme.testing.manager.workplan.ManagerWorkplanPublishTest,publishPositive,5728,"[1] recordIndex=3, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=2021/12/31 23:59, exePeriod=5,136.98, workload=20.30, visibility=True, published=True",Expected value '5,136.98' in attribute 1 of record 3, but found '2,232.98'
2021-08-30 13:55:56.768,acme.testing.manager.workplan.ManagerWorkplanPublishTest,publishNegative,5467,"[1] recordIndex=4, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=null, exePeriod=5,136.98, workload=0.00, visibility=True, published=True",OK
2021-08-30 13:56:13.294,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updatePositive,5292,"[1] recordIndex=0, title=Workplan Test, iniMoment=2021/09/30 00:00, endMoment=2021/10/30 10:30, exePeriod=722.00, workload=0.00, visibility=True, published=False",Expected value '722.00' in attribute 1 of record 0, but found '730.50'
2021-08-30 13:56:19.297,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,5778,"[1] recordIndex=0, title=Workplan Test, iniMoment=2021/07/17 10:30, endMoment=null",OK
